PRODUCT_DESC_1,PRIOR_NETWORK_LOCATION,POST_NETWORK_LOCATION,PRODUCT_DESC_2,JOB_TYPE,CUSTOMER,SUBREGION,REGION
P1,PRNL5,PONL7,P1,C2,C1,SR47,R3
P1,PRNL6,PONL14,P1,C2,C1,SR47,R3
P1,PRNL6,PONL16,P1,C2,C1,SR47,R3
P1,PRNL6,PONL3,P1,C2,C1,SR47,R3
P1,PRNL6,PONL4,P1,C2,C1,SR47,R3
P1,PRNL6,PONL6,P1,C2,C1,SR47,R3
P1,PRNL7,PONL12,P1,C2,C1,SR47,R3
P1,PRNL7,PONL13,P1,C2,C1,SR47,R3
P1,PRNL7,PONL14,P1,C2,C1,SR47,R3
P1,PRNL7,PONL16,P1,C2,C1,SR47,R3
P1,PRNL7,PONL3,P1,C2,C1,SR47,R3
P1,PRNL7,PONL4,P1,C2,C1,SR47,R3
P1,PRNL7,PONL5,P1,C2,C1,SR47,R3
P1,PRNL7,PONL6,P1,C2,C1,SR47,R3
P1,PRNL7,PONL7,P1,C2,C1,SR47,R3
P1,PRNL8,PONL16,P1,C2,C1,SR47,R3
P1,PRNL8,PONL3,P1,C2,C1,SR47,R3
P1,PRNL8,PONL4,P1,C2,C1,SR47,R3
P1,PRNL8,PONL5,P1,C2,C1,SR47,R3
P1,PRNL1,PONL12,P1,C2,C11,SR47,R3
P1,PRNL1,PONL13,P1,C2,C11,SR47,R3
P1,PRNL1,PONL14,P1,C2,C11,SR47,R3
P1,PRNL1,PONL3,P1,C2,C11,SR47,R3
P1,PRNL1,PONL6,P1,C2,C11,SR47,R3
P1,PRNL1,PONL7,P1,C2,C11,SR47,R3
P1,PRNL2,PONL1,P1,C2,C11,SR47,R3
P1,PRNL2,PONL12,P1,C2,C11,SR47,R3
P1,PRNL2,PONL13,P1,C2,C11,SR47,R3
P1,PRNL2,PONL14,P1,C2,C11,SR47,R3
P1,PRNL2,PONL16,P1,C2,C11,SR47,R3
P1,PRNL2,PONL3,P1,C2,C11,SR47,R3
P1,PRNL2,PONL4,P1,C2,C11,SR47,R3
P1,PRNL2,PONL5,P1,C2,C11,SR47,R3
P1,PRNL2,PONL6,P1,C2,C11,SR47,R3
P1,PRNL2,PONL7,P1,C2,C11,SR47,R3
P1,PRNL5,PONL13,P1,C2,C11,SR47,R3
P1,PRNL5,PONL16,P1,C2,C11,SR47,R3
P1,PRNL5,PONL3,P1,C2,C11,SR47,R3
P1,PRNL5,PONL4,P1,C2,C11,SR47,R3
P1,PRNL5,PONL5,P1,C2,C11,SR47,R3
P1,PRNL5,PONL6,P1,C2,C11,SR47,R3
P1,PRNL5,PONL7,P1,C2,C11,SR47,R3
P1,PRNL6,PONL12,P1,C2,C11,SR47,R3
P1,PRNL6,PONL14,P1,C2,C11,SR47,R3
P1,PRNL6,PONL3,P1,C2,C11,SR47,R3
P1,PRNL6,PONL4,P1,C2,C11,SR47,R3
P1,PRNL6,PONL5,P1,C2,C11,SR47,R3
P1,PRNL6,PONL6,P1,C2,C11,SR47,R3
P1,PRNL6,PONL7,P1,C2,C11,SR47,R3
P1,PRNL7,PONL12,P1,C2,C11,SR47,R3
P1,PRNL7,PONL13,P1,C2,C11,SR47,R3
P1,PRNL7,PONL14,P1,C2,C11,SR47,R3
P1,PRNL7,PONL16,P1,C2,C11,SR47,R3
P1,PRNL7,PONL3,P1,C2,C11,SR47,R3
P1,PRNL7,PONL4,P1,C2,C11,SR47,R3
P1,PRNL7,PONL5,P1,C2,C11,SR47,R3
P1,PRNL7,PONL6,P1,C2,C11,SR47,R3
P1,PRNL7,PONL7,P1,C2,C11,SR47,R3
P1,PRNL8,PONL12,P1,C2,C11,SR47,R3
P1,PRNL8,PONL14,P1,C2,C11,SR47,R3
P1,PRNL8,PONL3,P1,C2,C11,SR47,R3
P1,PRNL8,PONL4,P1,C2,C11,SR47,R3
P1,PRNL8,PONL5,P1,C2,C11,SR47,R3
P1,PRNL1,PONL3,P1,C2,C9,SR47,R3
P1,PRNL2,PONL3,P1,C2,C9,SR47,R3
P1,PRNL2,PONL5,P1,C2,C9,SR47,R3
P1,PRNL5,PONL5,P1,C2,C9,SR47,R3
P1,PRNL6,PONL5,P1,C2,C9,SR47,R3
P1,PRNL7,PONL16,P1,C2,C9,SR47,R3
P1,PRNL7,PONL5,P1,C2,C9,SR47,R3
P1,PRNL8,PONL3,P1,C2,C9,SR47,R3
P1,PRNL5,PONL5,P1,C3,C1,SR47,R3
P1,PRNL5,PONL5,P1,C3,C11,SR47,R3
P1,PRNL7,PONL12,P1,C3,C11,SR47,R3
P1,PRNL7,PONL1,P1,C4,C1,SR47,R3
P1,PRNL7,PONL13,P1,C4,C1,SR47,R3
P1,PRNL7,PONL2,P1,C4,C1,SR47,R3
P1,PRNL8,PONL1,P1,C4,C1,SR47,R3
P1,PRNL7,PONL1,P1,C4,C11,SR47,R3
P1,PRNL7,PONL13,P1,C4,C11,SR47,R3
P1,PRNL7,PONL3,P1,C4,C11,SR47,R3
P1,PRNL7,PONL16,P1,C4,C9,SR47,R3
P1,PRNL1,PONL12,P1,C2,C1,SR59,R3
P1,PRNL1,PONL13,P1,C2,C1,SR59,R3
P1,PRNL1,PONL2,P1,C2,C1,SR59,R3
P1,PRNL1,PONL3,P1,C2,C1,SR59,R3
P1,PRNL1,PONL7,P1,C2,C1,SR59,R3
P1,PRNL2,PONL12,P1,C2,C1,SR59,R3
P1,PRNL2,PONL14,P1,C2,C1,SR59,R3
P1,PRNL2,PONL3,P1,C2,C1,SR59,R3
P1,PRNL2,PONL4,P1,C2,C1,SR59,R3
P1,PRNL2,PONL5,P1,C2,C1,SR59,R3
P1,PRNL2,PONL6,P1,C2,C1,SR59,R3
P1,PRNL2,PONL7,P1,C2,C1,SR59,R3
P1,PRNL3,PONL13,P1,C2,C1,SR59,R3
P1,PRNL3,PONL4,P1,C2,C1,SR59,R3
P1,PRNL3,PONL5,P1,C2,C1,SR59,R3
P1,PRNL5,PONL1,P1,C2,C1,SR59,R3
P1,PRNL5,PONL13,P1,C2,C1,SR59,R3
P1,PRNL5,PONL16,P1,C2,C1,SR59,R3
P1,PRNL5,PONL3,P1,C2,C1,SR59,R3
P1,PRNL5,PONL5,P1,C2,C1,SR59,R3
P1,PRNL6,PONL12,P1,C2,C1,SR59,R3
P1,PRNL6,PONL13,P1,C2,C1,SR59,R3
P1,PRNL6,PONL14,P1,C2,C1,SR59,R3
P1,PRNL6,PONL3,P1,C2,C1,SR59,R3
P1,PRNL6,PONL4,P1,C2,C1,SR59,R3
P1,PRNL6,PONL6,P1,C2,C1,SR59,R3
P1,PRNL6,PONL7,P1,C2,C1,SR59,R3
P1,PRNL7,PONL12,P1,C2,C1,SR59,R3
P1,PRNL7,PONL13,P1,C2,C1,SR59,R3
P1,PRNL7,PONL14,P1,C2,C1,SR59,R3
P1,PRNL7,PONL16,P1,C2,C1,SR59,R3
P1,PRNL7,PONL3,P1,C2,C1,SR59,R3
P1,PRNL7,PONL4,P1,C2,C1,SR59,R3
P1,PRNL7,PONL5,P1,C2,C1,SR59,R3
P1,PRNL7,PONL6,P1,C2,C1,SR59,R3
P1,PRNL7,PONL7,P1,C2,C1,SR59,R3
P1,PRNL8,PONL12,P1,C2,C1,SR59,R3
P1,PRNL8,PONL13,P1,C2,C1,SR59,R3
P1,PRNL8,PONL16,P1,C2,C1,SR59,R3
P1,PRNL8,PONL3,P1,C2,C1,SR59,R3
P1,PRNL8,PONL4,P1,C2,C1,SR59,R3
P1,PRNL8,PONL5,P1,C2,C1,SR59,R3
P1,PRNL8,PONL6,P1,C2,C1,SR59,R3
P1,PRNL8,PONL8,P1,C2,C1,SR59,R3
P1,PRNL1,PONL12,P1,C2,C11,SR59,R3
P1,PRNL1,PONL13,P1,C2,C11,SR59,R3
P1,PRNL1,PONL14,P1,C2,C11,SR59,R3
P1,PRNL1,PONL2,P1,C2,C11,SR59,R3
P1,PRNL1,PONL3,P1,C2,C11,SR59,R3
P1,PRNL1,PONL7,P1,C2,C11,SR59,R3
P1,PRNL2,PONL12,P1,C2,C11,SR59,R3
P1,PRNL2,PONL13,P1,C2,C11,SR59,R3
P1,PRNL2,PONL14,P1,C2,C11,SR59,R3
P1,PRNL2,PONL16,P1,C2,C11,SR59,R3
P1,PRNL2,PONL3,P1,C2,C11,SR59,R3
P1,PRNL2,PONL4,P1,C2,C11,SR59,R3
P1,PRNL2,PONL5,P1,C2,C11,SR59,R3
P1,PRNL2,PONL6,P1,C2,C11,SR59,R3
P1,PRNL2,PONL7,P1,C2,C11,SR59,R3
P1,PRNL3,PONL5,P1,C2,C11,SR59,R3
P1,PRNL3,PONL6,P1,C2,C11,SR59,R3
P1,PRNL3,PONL7,P1,C2,C11,SR59,R3
P1,PRNL5,PONL12,P1,C2,C11,SR59,R3
P1,PRNL5,PONL13,P1,C2,C11,SR59,R3
P1,PRNL5,PONL14,P1,C2,C11,SR59,R3
P1,PRNL5,PONL3,P1,C2,C11,SR59,R3
P1,PRNL5,PONL4,P1,C2,C11,SR59,R3
P1,PRNL5,PONL5,P1,C2,C11,SR59,R3
P1,PRNL6,PONL13,P1,C2,C11,SR59,R3
P1,PRNL6,PONL14,P1,C2,C11,SR59,R3
P1,PRNL6,PONL16,P1,C2,C11,SR59,R3
P1,PRNL6,PONL3,P1,C2,C11,SR59,R3
P1,PRNL6,PONL4,P1,C2,C11,SR59,R3
P1,PRNL6,PONL7,P1,C2,C11,SR59,R3
P1,PRNL7,PONL12,P1,C2,C11,SR59,R3
P1,PRNL7,PONL13,P1,C2,C11,SR59,R3
P1,PRNL7,PONL14,P1,C2,C11,SR59,R3
P1,PRNL7,PONL16,P1,C2,C11,SR59,R3
P1,PRNL7,PONL3,P1,C2,C11,SR59,R3
P1,PRNL7,PONL4,P1,C2,C11,SR59,R3
P1,PRNL7,PONL5,P1,C2,C11,SR59,R3
P1,PRNL7,PONL6,P1,C2,C11,SR59,R3
P1,PRNL7,PONL7,P1,C2,C11,SR59,R3
P1,PRNL8,PONL14,P1,C2,C11,SR59,R3
P1,PRNL8,PONL16,P1,C2,C11,SR59,R3
P1,PRNL8,PONL3,P1,C2,C11,SR59,R3
P1,PRNL8,PONL5,P1,C2,C11,SR59,R3
P1,PRNL6,PONL4,P1,C2,C6,SR59,R3
P1,PRNL7,PONL16,P1,C2,C6,SR59,R3
P1,PRNL8,PONL12,P1,C2,C6,SR59,R3
P1,PRNL8,PONL16,P1,C2,C6,SR59,R3
P1,PRNL8,PONL3,P1,C2,C6,SR59,R3
P1,PRNL8,PONL4,P1,C2,C6,SR59,R3
P1,PRNL8,PONL6,P1,C2,C6,SR59,R3
P1,PRNL8,PONL7,P1,C2,C6,SR59,R3
P1,PRNL1,PONL13,P1,C2,C9,SR59,R3
P1,PRNL2,PONL3,P1,C2,C9,SR59,R3
P1,PRNL2,PONL7,P1,C2,C9,SR59,R3
P1,PRNL5,PONL16,P1,C2,C9,SR59,R3
P1,PRNL5,PONL5,P1,C2,C9,SR59,R3
P1,PRNL6,PONL3,P1,C2,C9,SR59,R3
P1,PRNL6,PONL5,P1,C2,C9,SR59,R3
P1,PRNL7,PONL16,P1,C2,C9,SR59,R3
P1,PRNL7,PONL4,P1,C2,C9,SR59,R3
P1,PRNL8,PONL1,P1,C2,C9,SR59,R3
P1,PRNL8,PONL5,P1,C2,C9,SR59,R3
P1,PRNL8,PONL6,P1,C2,C9,SR59,R3
P1,PRNL7,PONL1,P1,C4,C1,SR59,R3
P1,PRNL7,PONL13,P1,C4,C1,SR59,R3
P1,PRNL7,PONL16,P1,C4,C1,SR59,R3
P1,PRNL7,PONL4,P1,C4,C1,SR59,R3
P1,PRNL7,PONL6,P1,C4,C1,SR59,R3
P1,PRNL7,PONL7,P1,C4,C1,SR59,R3
P1,PRNL8,PONL1,P1,C4,C1,SR59,R3
P1,PRNL7,PONL1,P1,C4,C11,SR59,R3
P1,PRNL7,PONL13,P1,C4,C11,SR59,R3
P1,PRNL7,PONL16,P1,C4,C11,SR59,R3
P1,PRNL7,PONL3,P1,C4,C11,SR59,R3
P1,PRNL7,PONL4,P1,C4,C11,SR59,R3
P1,PRNL8,PONL1,P1,C4,C11,SR59,R3
P1,PRNL7,PONL13,P1,C4,C9,SR59,R3
P1,PRNL1,PONL12,P1,C2,C1,SR15,R4
P1,PRNL1,PONL13,P1,C2,C1,SR15,R4
P1,PRNL1,PONL3,P1,C2,C1,SR15,R4
P1,PRNL1,PONL7,P1,C2,C1,SR15,R4
P1,PRNL2,PONL12,P1,C2,C1,SR15,R4
P1,PRNL2,PONL14,P1,C2,C1,SR15,R4
P1,PRNL2,PONL16,P1,C2,C1,SR15,R4
P1,PRNL2,PONL3,P1,C2,C1,SR15,R4
P1,PRNL2,PONL4,P1,C2,C1,SR15,R4
P1,PRNL2,PONL7,P1,C2,C1,SR15,R4
P1,PRNL3,PONL14,P1,C2,C1,SR15,R4
P1,PRNL5,PONL13,P1,C2,C1,SR15,R4
P1,PRNL5,PONL14,P1,C2,C1,SR15,R4
P1,PRNL5,PONL5,P1,C2,C1,SR15,R4
P1,PRNL6,PONL14,P1,C2,C1,SR15,R4
P1,PRNL6,PONL16,P1,C2,C1,SR15,R4
P1,PRNL6,PONL3,P1,C2,C1,SR15,R4
P1,PRNL6,PONL4,P1,C2,C1,SR15,R4
P1,PRNL7,PONL12,P1,C2,C1,SR15,R4
P1,PRNL7,PONL13,P1,C2,C1,SR15,R4
P1,PRNL7,PONL14,P1,C2,C1,SR15,R4
P1,PRNL7,PONL16,P1,C2,C1,SR15,R4
P1,PRNL7,PONL3,P1,C2,C1,SR15,R4
P1,PRNL7,PONL4,P1,C2,C1,SR15,R4
P1,PRNL7,PONL6,P1,C2,C1,SR15,R4
P1,PRNL7,PONL7,P1,C2,C1,SR15,R4
P1,PRNL8,PONL13,P1,C2,C1,SR15,R4
P1,PRNL8,PONL3,P1,C2,C1,SR15,R4
P1,PRNL1,PONL13,P1,C2,C11,SR15,R4
P1,PRNL1,PONL3,P1,C2,C11,SR15,R4
P1,PRNL1,PONL4,P1,C2,C11,SR15,R4
P1,PRNL1,PONL6,P1,C2,C11,SR15,R4
P1,PRNL1,PONL7,P1,C2,C11,SR15,R4
P1,PRNL2,PONL12,P1,C2,C11,SR15,R4
P1,PRNL2,PONL13,P1,C2,C11,SR15,R4
P1,PRNL2,PONL14,P1,C2,C11,SR15,R4
P1,PRNL2,PONL3,P1,C2,C11,SR15,R4
P1,PRNL2,PONL5,P1,C2,C11,SR15,R4
P1,PRNL2,PONL6,P1,C2,C11,SR15,R4
P1,PRNL2,PONL7,P1,C2,C11,SR15,R4
P1,PRNL3,PONL3,P1,C2,C11,SR15,R4
P1,PRNL5,PONL14,P1,C2,C11,SR15,R4
P1,PRNL5,PONL4,P1,C2,C11,SR15,R4
P1,PRNL5,PONL5,P1,C2,C11,SR15,R4
P1,PRNL5,PONL6,P1,C2,C11,SR15,R4
P1,PRNL6,PONL12,P1,C2,C11,SR15,R4
P1,PRNL6,PONL16,P1,C2,C11,SR15,R4
P1,PRNL6,PONL3,P1,C2,C11,SR15,R4
P1,PRNL6,PONL4,P1,C2,C11,SR15,R4
P1,PRNL6,PONL6,P1,C2,C11,SR15,R4
P1,PRNL7,PONL12,P1,C2,C11,SR15,R4
P1,PRNL7,PONL13,P1,C2,C11,SR15,R4
P1,PRNL7,PONL14,P1,C2,C11,SR15,R4
P1,PRNL7,PONL16,P1,C2,C11,SR15,R4
P1,PRNL7,PONL3,P1,C2,C11,SR15,R4
P1,PRNL7,PONL4,P1,C2,C11,SR15,R4
P1,PRNL7,PONL5,P1,C2,C11,SR15,R4
P1,PRNL7,PONL6,P1,C2,C11,SR15,R4
P1,PRNL7,PONL7,P1,C2,C11,SR15,R4
P1,PRNL8,PONL13,P1,C2,C11,SR15,R4
P1,PRNL8,PONL5,P1,C2,C11,SR15,R4
P1,PRNL2,PONL3,P1,C2,C6,SR15,R4
P1,PRNL2,PONL7,P1,C2,C6,SR15,R4
P1,PRNL7,PONL13,P1,C2,C6,SR15,R4
P1,PRNL8,PONL13,P1,C2,C6,SR15,R4
P1,PRNL8,PONL7,P1,C2,C6,SR15,R4
P1,PRNL2,PONL14,P1,C2,C9,SR15,R4
P1,PRNL2,PONL3,P1,C2,C9,SR15,R4
P1,PRNL2,PONL5,P1,C2,C9,SR15,R4
P1,PRNL5,PONL5,P1,C2,C9,SR15,R4
P1,PRNL7,PONL16,P1,C2,C9,SR15,R4
P1,PRNL7,PONL7,P1,C2,C9,SR15,R4
P1,PRNL7,PONL1,P1,C4,C1,SR15,R4
P1,PRNL7,PONL13,P1,C4,C1,SR15,R4
P1,PRNL7,PONL16,P1,C4,C1,SR15,R4
P1,PRNL7,PONL1,P1,C4,C11,SR15,R4
P1,PRNL7,PONL13,P1,C4,C11,SR15,R4
P1,PRNL7,PONL16,P1,C4,C11,SR15,R4
P1,PRNL7,PONL2,P1,C4,C11,SR15,R4
P1,PRNL7,PONL1,P1,C4,C6,SR15,R4
P1,PRNL7,PONL1,P1,C4,C9,SR15,R4
P1,PRNL1,PONL13,P1,C2,C1,SR2,R4
P1,PRNL1,PONL3,P1,C2,C1,SR2,R4
P1,PRNL1,PONL5,P1,C2,C1,SR2,R4
P1,PRNL2,PONL1,P1,C2,C1,SR2,R4
P1,PRNL2,PONL12,P1,C2,C1,SR2,R4
P1,PRNL2,PONL14,P1,C2,C1,SR2,R4
P1,PRNL2,PONL16,P1,C2,C1,SR2,R4
P1,PRNL2,PONL3,P1,C2,C1,SR2,R4
P1,PRNL2,PONL4,P1,C2,C1,SR2,R4
P1,PRNL2,PONL5,P1,C2,C1,SR2,R4
P1,PRNL2,PONL7,P1,C2,C1,SR2,R4
P1,PRNL3,PONL3,P1,C2,C1,SR2,R4
P1,PRNL5,PONL13,P1,C2,C1,SR2,R4
P1,PRNL5,PONL14,P1,C2,C1,SR2,R4
P1,PRNL5,PONL16,P1,C2,C1,SR2,R4
P1,PRNL5,PONL3,P1,C2,C1,SR2,R4
P1,PRNL5,PONL4,P1,C2,C1,SR2,R4
P1,PRNL5,PONL5,P1,C2,C1,SR2,R4
P1,PRNL5,PONL6,P1,C2,C1,SR2,R4
P1,PRNL5,PONL7,P1,C2,C1,SR2,R4
P1,PRNL6,PONL12,P1,C2,C1,SR2,R4
P1,PRNL6,PONL3,P1,C2,C1,SR2,R4
P1,PRNL6,PONL4,P1,C2,C1,SR2,R4
P1,PRNL6,PONL7,P1,C2,C1,SR2,R4
P1,PRNL7,PONL12,P1,C2,C1,SR2,R4
P1,PRNL7,PONL13,P1,C2,C1,SR2,R4
P1,PRNL7,PONL14,P1,C2,C1,SR2,R4
P1,PRNL7,PONL16,P1,C2,C1,SR2,R4
P1,PRNL7,PONL3,P1,C2,C1,SR2,R4
P1,PRNL7,PONL4,P1,C2,C1,SR2,R4
P1,PRNL7,PONL5,P1,C2,C1,SR2,R4
P1,PRNL7,PONL6,P1,C2,C1,SR2,R4
P1,PRNL7,PONL7,P1,C2,C1,SR2,R4
P1,PRNL8,PONL12,P1,C2,C1,SR2,R4
P1,PRNL8,PONL13,P1,C2,C1,SR2,R4
P1,PRNL8,PONL16,P1,C2,C1,SR2,R4
P1,PRNL8,PONL3,P1,C2,C1,SR2,R4
P1,PRNL8,PONL7,P1,C2,C1,SR2,R4
P1,PRNL1,PONL12,P1,C2,C11,SR2,R4
P1,PRNL1,PONL13,P1,C2,C11,SR2,R4
P1,PRNL1,PONL14,P1,C2,C11,SR2,R4
P1,PRNL1,PONL2,P1,C2,C11,SR2,R4
P1,PRNL1,PONL3,P1,C2,C11,SR2,R4
P1,PRNL1,PONL7,P1,C2,C11,SR2,R4
P1,PRNL2,PONL12,P1,C2,C11,SR2,R4
P1,PRNL2,PONL13,P1,C2,C11,SR2,R4
P1,PRNL2,PONL14,P1,C2,C11,SR2,R4
P1,PRNL2,PONL16,P1,C2,C11,SR2,R4
P1,PRNL2,PONL3,P1,C2,C11,SR2,R4
P1,PRNL2,PONL4,P1,C2,C11,SR2,R4
P1,PRNL2,PONL5,P1,C2,C11,SR2,R4
P1,PRNL2,PONL6,P1,C2,C11,SR2,R4
P1,PRNL2,PONL7,P1,C2,C11,SR2,R4
P1,PRNL5,PONL13,P1,C2,C11,SR2,R4
P1,PRNL5,PONL14,P1,C2,C11,SR2,R4
P1,PRNL5,PONL16,P1,C2,C11,SR2,R4
P1,PRNL5,PONL3,P1,C2,C11,SR2,R4
P1,PRNL5,PONL4,P1,C2,C11,SR2,R4
P1,PRNL5,PONL5,P1,C2,C11,SR2,R4
P1,PRNL5,PONL6,P1,C2,C11,SR2,R4
P1,PRNL5,PONL7,P1,C2,C11,SR2,R4
P1,PRNL6,PONL12,P1,C2,C11,SR2,R4
P1,PRNL6,PONL14,P1,C2,C11,SR2,R4
P1,PRNL6,PONL16,P1,C2,C11,SR2,R4
P1,PRNL6,PONL3,P1,C2,C11,SR2,R4
P1,PRNL6,PONL4,P1,C2,C11,SR2,R4
P1,PRNL6,PONL5,P1,C2,C11,SR2,R4
P1,PRNL6,PONL7,P1,C2,C11,SR2,R4
P1,PRNL7,PONL12,P1,C2,C11,SR2,R4
P1,PRNL7,PONL13,P1,C2,C11,SR2,R4
P1,PRNL7,PONL14,P1,C2,C11,SR2,R4
P1,PRNL7,PONL16,P1,C2,C11,SR2,R4
P1,PRNL7,PONL3,P1,C2,C11,SR2,R4
P1,PRNL7,PONL4,P1,C2,C11,SR2,R4
P1,PRNL7,PONL5,P1,C2,C11,SR2,R4
P1,PRNL7,PONL6,P1,C2,C11,SR2,R4
P1,PRNL7,PONL7,P1,C2,C11,SR2,R4
P1,PRNL8,PONL12,P1,C2,C11,SR2,R4
P1,PRNL8,PONL2,P1,C2,C11,SR2,R4
P1,PRNL7,PONL13,P1,C2,C6,SR2,R4
P1,PRNL1,PONL14,P1,C2,C9,SR2,R4
P1,PRNL2,PONL14,P1,C2,C9,SR2,R4
P1,PRNL2,PONL3,P1,C2,C9,SR2,R4
P1,PRNL2,PONL7,P1,C2,C9,SR2,R4
P1,PRNL5,PONL13,P1,C2,C9,SR2,R4
P1,PRNL5,PONL6,P1,C2,C9,SR2,R4
P1,PRNL7,PONL13,P1,C2,C9,SR2,R4
P1,PRNL7,PONL4,P1,C2,C9,SR2,R4
P1,PRNL7,PONL5,P1,C2,C9,SR2,R4
P1,PRNL7,PONL7,P1,C2,C9,SR2,R4
P1,PRNL7,PONL1,P1,C4,C1,SR2,R4
P1,PRNL7,PONL13,P1,C4,C1,SR2,R4
P1,PRNL7,PONL2,P1,C4,C1,SR2,R4
P1,PRNL7,PONL3,P1,C4,C1,SR2,R4
P1,PRNL7,PONL5,P1,C4,C1,SR2,R4
P1,PRNL7,PONL13,P1,C4,C11,SR2,R4
P1,PRNL7,PONL16,P1,C4,C11,SR2,R4
P1,PRNL7,PONL2,P1,C4,C11,SR2,R4
P1,PRNL5,PONL13,P1,C4,C9,SR2,R4
P1,PRNL1,PONL3,P1,C2,C1,SR28,R4
P1,PRNL2,PONL12,P1,C2,C1,SR28,R4
P1,PRNL2,PONL14,P1,C2,C1,SR28,R4
P1,PRNL2,PONL3,P1,C2,C1,SR28,R4
P1,PRNL2,PONL4,P1,C2,C1,SR28,R4
P1,PRNL2,PONL5,P1,C2,C1,SR28,R4
P1,PRNL2,PONL7,P1,C2,C1,SR28,R4
P1,PRNL5,PONL14,P1,C2,C1,SR28,R4
P1,PRNL5,PONL16,P1,C2,C1,SR28,R4
P1,PRNL5,PONL3,P1,C2,C1,SR28,R4
P1,PRNL5,PONL4,P1,C2,C1,SR28,R4
P1,PRNL5,PONL5,P1,C2,C1,SR28,R4
P1,PRNL6,PONL3,P1,C2,C1,SR28,R4
P1,PRNL6,PONL4,P1,C2,C1,SR28,R4
P1,PRNL6,PONL5,P1,C2,C1,SR28,R4
P1,PRNL7,PONL12,P1,C2,C1,SR28,R4
P1,PRNL7,PONL13,P1,C2,C1,SR28,R4
P1,PRNL7,PONL14,P1,C2,C1,SR28,R4
P1,PRNL7,PONL16,P1,C2,C1,SR28,R4
P1,PRNL7,PONL2,P1,C2,C1,SR28,R4
P1,PRNL7,PONL3,P1,C2,C1,SR28,R4
P1,PRNL7,PONL4,P1,C2,C1,SR28,R4
P1,PRNL7,PONL5,P1,C2,C1,SR28,R4
P1,PRNL7,PONL6,P1,C2,C1,SR28,R4
P1,PRNL7,PONL7,P1,C2,C1,SR28,R4
P1,PRNL8,PONL13,P1,C2,C1,SR28,R4
P1,PRNL8,PONL14,P1,C2,C1,SR28,R4
P1,PRNL8,PONL5,P1,C2,C1,SR28,R4
P1,PRNL1,PONL12,P1,C2,C11,SR28,R4
P1,PRNL1,PONL13,P1,C2,C11,SR28,R4
P1,PRNL1,PONL14,P1,C2,C11,SR28,R4
P1,PRNL1,PONL3,P1,C2,C11,SR28,R4
P1,PRNL1,PONL4,P1,C2,C11,SR28,R4
P1,PRNL1,PONL5,P1,C2,C11,SR28,R4
P1,PRNL1,PONL7,P1,C2,C11,SR28,R4
P1,PRNL2,PONL12,P1,C2,C11,SR28,R4
P1,PRNL2,PONL14,P1,C2,C11,SR28,R4
P1,PRNL2,PONL3,P1,C2,C11,SR28,R4
P1,PRNL2,PONL4,P1,C2,C11,SR28,R4
P1,PRNL2,PONL5,P1,C2,C11,SR28,R4
P1,PRNL2,PONL7,P1,C2,C11,SR28,R4
P1,PRNL5,PONL1,P1,C2,C11,SR28,R4
P1,PRNL5,PONL13,P1,C2,C11,SR28,R4
P1,PRNL5,PONL14,P1,C2,C11,SR28,R4
P1,PRNL5,PONL16,P1,C2,C11,SR28,R4
P1,PRNL5,PONL4,P1,C2,C11,SR28,R4
P1,PRNL5,PONL5,P1,C2,C11,SR28,R4
P1,PRNL6,PONL3,P1,C2,C11,SR28,R4
P1,PRNL6,PONL4,P1,C2,C11,SR28,R4
P1,PRNL6,PONL5,P1,C2,C11,SR28,R4
P1,PRNL6,PONL6,P1,C2,C11,SR28,R4
P1,PRNL7,PONL12,P1,C2,C11,SR28,R4
P1,PRNL7,PONL13,P1,C2,C11,SR28,R4
P1,PRNL7,PONL16,P1,C2,C11,SR28,R4
P1,PRNL7,PONL3,P1,C2,C11,SR28,R4
P1,PRNL7,PONL4,P1,C2,C11,SR28,R4
P1,PRNL7,PONL5,P1,C2,C11,SR28,R4
P1,PRNL7,PONL6,P1,C2,C11,SR28,R4
P1,PRNL7,PONL7,P1,C2,C11,SR28,R4
P1,PRNL8,PONL14,P1,C2,C11,SR28,R4
P1,PRNL8,PONL16,P1,C2,C11,SR28,R4
P1,PRNL8,PONL3,P1,C2,C11,SR28,R4
P1,PRNL8,PONL5,P1,C2,C11,SR28,R4
P1,PRNL8,PONL7,P1,C2,C11,SR28,R4
P1,PRNL8,PONL16,P1,C2,C6,SR28,R4
P1,PRNL8,PONL5,P1,C2,C6,SR28,R4
P1,PRNL1,PONL2,P1,C2,C9,SR28,R4
P1,PRNL2,PONL14,P1,C2,C9,SR28,R4
P1,PRNL2,PONL3,P1,C2,C9,SR28,R4
P1,PRNL2,PONL4,P1,C2,C9,SR28,R4
P1,PRNL3,PONL14,P1,C2,C9,SR28,R4
P1,PRNL5,PONL13,P1,C2,C9,SR28,R4
P1,PRNL5,PONL16,P1,C2,C9,SR28,R4
P1,PRNL5,PONL3,P1,C2,C9,SR28,R4
P1,PRNL5,PONL5,P1,C2,C9,SR28,R4
P1,PRNL7,PONL12,P1,C2,C9,SR28,R4
P1,PRNL7,PONL3,P1,C2,C9,SR28,R4
P1,PRNL7,PONL1,P1,C4,C1,SR28,R4
P1,PRNL7,PONL13,P1,C4,C1,SR28,R4
P1,PRNL7,PONL16,P1,C4,C1,SR28,R4
